/home/benjamin/Documents/test_rust/gzip_parser/test.pairs.gz.stats.tsv
         3717729 function calls (3631924 primitive calls) in 24.237 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      169    0.001    0.000    0.001    0.000 colors.py:322(_to_rgba_no_colorcycle)
     3871    0.001    0.000    0.001    0.000 ast.py:257(iter_fields)
        2    0.001    0.000    0.001    0.000 arrayprint.py:503(decorating_function)
 3121/738    0.001    0.000    0.001    0.000 __init__.py:353(recursive_subclasses)
     2686    0.001    0.000    0.001    0.000 util.py:189(is_consecutive)
       20    0.001    0.000    0.005    0.000 rules.py:730(_compile_builder)
       77    0.001    0.000    0.003    0.000 extending.py:129(decorate)
       33    0.001    0.000    0.001    0.000 function_base.py:24(linspace)
       97    0.001    0.000    0.011    0.000 docscrape.py:384(_parse)
     2905    0.001    0.000    0.001    0.000 typing.py:1565(__eq__)
     1323    0.001    0.000    0.001    0.000 <frozen posixpath>:60(isabs)
     2496    0.001    0.000    0.001    0.000 typing.py:1599(<genexpr>)
        2    0.001    0.000    0.021    0.011 cm.py:1(<module>)
      241    0.001    0.000    0.001    0.000 enum.py:1008(_find_data_type_)
      372    0.001    0.000    0.001    0.000 pathlib.py:358(__init__)
      325    0.001    0.000    0.002    0.000 function_base.py:497(add_newdoc)
     1977    0.001    0.000    0.001    0.000 enum.py:59(_is_sunder)
       20    0.001    0.000    0.001    0.000 process.py:80(__init__)
   450/23    0.001    0.000    0.002    0.000 ast.py:409(generic_visit)
      461    0.001    0.000    0.003    0.000 core.py:522(copy)
      447    0.001    0.000    0.014    0.000 artist.py:1536(number_of_parameters)
     1754    0.001    0.000    0.001    0.000 _parser.py:304(checkgroupname)
  378/375    0.001    0.000    0.003    0.000 abstract.py:61(__call__)
     3303    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:412(__init__)
     1576    0.001    0.000    0.001    0.000 enum.py:38(_is_descriptor)
        4    0.001    0.000    0.007    0.002 helpers.py:1(<module>)
      432    0.001    0.000    0.001    0.000 dataclasses.py:701(_is_type)
      218    0.001    0.000    0.055    0.000 artist.py:1419(__init__)
      447    0.001    0.000    0.005    0.000 typing.py:885(__init__)
     2376    0.001    0.000    0.001    0.000 _compiler.py:31(_combine_flags)
      245    0.001    0.000    0.001    0.000 core.py:461(__init__)
       77    0.001    0.000    0.002    0.000 templates.py:879(make_overload_template)
       13    0.001    0.000    0.003    0.000 enum.py:919(_convert_)
     8242    0.001    0.000    0.001    0.000 inspect.py:2769(default)
     3579    0.001    0.000    0.001    0.000 typing.py:935(__eq__)
      160    0.001    0.000    0.001    0.000 shape_base.py:612(column_stack)
     1824    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
      108    0.000    0.000    0.003    0.000 traitlets.py:941(__new__)
       25    0.000    0.000    0.100    0.004 base.py:1(<module>)
       54    0.000    0.000    0.000    0.000 decorators.py:351(option)
        2    0.000    0.000    0.002    0.001 dates.py:1(<module>)
       96    0.000    0.000    0.002    0.000 inspect.py:3262(__str__)
       65    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
     1384    0.000    0.000    0.002    0.000 <frozen _collections_abc>:804(get)
      114    0.000    0.000    0.176    0.002 artist.py:1837(kwdoc)
      136    0.000    0.000    0.023    0.000 _docstring.py:66(__call__)
     2540    0.000    0.000    0.001    0.000 docscrape.py:71(eof)
        1    0.000    0.000    0.081    0.081 _continuous_distns.py:1(<module>)
       69    0.000    0.000    0.008    0.000 dataclasses.py:568(_init_fn)
        1    0.000    0.000    0.077    0.077 pool.py:314(_repopulate_pool_static)
      900    0.000    0.000    0.002    0.000 ast.py:369(walk)
      461    0.000    0.000    0.001    0.000 copy.py:247(_reconstruct)
      100    0.000    0.000    0.008    0.000 pyplot.py:198(_add_pyplot_note)
        1    0.000    0.000    0.001    0.001 _codata.py:1514(parse_constants_2018toXXXX)
      261    0.000    0.000    0.000    0.000 __init__.py:396(__getitem__)
      153    0.000    0.000    0.003    0.000 base_component.py:39(__new__)
     1613    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        8    0.000    0.000    0.001    0.000 utils.py:63(_expr_lookup)
     6012    0.000    0.000    0.000    0.000 inspect.py:3058(parameters)
       72    0.000    0.000    0.003    0.000 _param_validation.py:25(validate_parameter_constraints)
      352    0.000    0.000    0.001    0.000 inspect.py:784(_findclass)
      393    0.000    0.000    0.001    0.000 inspect.py:2133(_signature_is_functionlike)
     3185    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       53    0.000    0.000    0.003    0.000 gettext.py:479(find)
      935    0.000    0.000    0.006    0.000 _docscrape.py:78(read_to_next_empty_line)
        6    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
      190    0.000    0.000    0.001    0.000 typing.py:1609(__hash__)
      398    0.000    0.000    0.001    0.000 inspect.py:1795(_check_class)
     1250    0.000    0.000    0.001    0.000 <frozen os>:762(encode)
  310/309    0.000    0.000    0.062    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
  817/621    0.000    0.000    0.032    0.000 typing.py:508(__getitem__)
      129    0.000    0.000    0.008    0.000 _distn_infrastructure.py:674(__init__)
        1    0.000    0.000    0.000    0.000 test.py:1361(Cookie)
     4753    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      256    0.000    0.000    0.043    0.000 utils.py:96(call_expr)
      830    0.000    0.000    0.001    0.000 {built-in method builtins.any}
      438    0.000    0.000    0.002    0.000 colors.py:275(to_rgba)
       15    0.000    0.000    0.003    0.000 _bunch.py:32(_make_tuple_bunch)
     2968    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
      314    0.000    0.000    0.011    0.000 _docscrape.py:206(_read_sections)
      597    0.000    0.000    0.002    0.000 inspect.py:2001(_signature_get_user_defined_method)
      135    0.000    0.000    0.002    0.000 contextlib.py:272(contextmanager)
     1612    0.000    0.000    0.000    0.000 __init__.py:674(_set)
      545    0.000    0.000    0.001    0.000 docscrape.py:64(seek_next_non_empty_line)
      433    0.000    0.000    0.002    0.000 _param_validation.py:433(__init__)
      482    0.000    0.000    0.001    0.000 traitlets.py:507(__init__)
      282    0.000    0.000    0.000    0.000 _param_validation.py:354(__init__)
  310/240    0.000    0.000    0.103    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
        3    0.000    0.000    0.049    0.016 _imports_.py:1(<module>)
      116    0.000    0.000    0.002    0.000 enum.py:513(__prepare__)
      378    0.000    0.000    0.001    0.000 abstract.py:49(_intern)
        1    0.000    0.000    0.000    0.000 _pslinux.py:627(per_cpu_times)
        2    0.000    0.000    0.008    0.004 _signatures.py:661(create_signature_registry)
        1    0.000    0.000    0.001    0.001 stdlib.py:1(<module>)
      893    0.000    0.000    0.003    0.000 __init__.py:164(match)
       81    0.000    0.000    0.001    0.000 CodonTable.py:149(make_back_table)
      129    0.000    0.000    0.013    0.000 _distn_infrastructure.py:726(_attach_argparser_methods)
     4241    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
   414/66    0.000    0.000    0.001    0.000 filters.py:286(eval_node)
       52    0.000    0.000    0.002    0.000 _docscrape.py:526(__str__)
     2334    0.000    0.000    0.001    0.000 Restriction.py:355(__hash__)
     2846    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
     1088    0.000    0.000    0.001    0.000 Restriction.py:2127(add_nocheck)
     78/4    0.000    0.000    0.001    0.000 core.py:962(_parseCache)
      279    0.000    0.000    0.005    0.000 typing.py:1519(__getitem__)
      420    0.000    0.000    0.000    0.000 _compiler.py:467(_get_charset_prefix)
      116    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
      618    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      409    0.000    0.000    0.003    0.000 rcsetup.py:332(validate_color)
     2233    0.000    0.000    0.000    0.000 {method 'readline' of '_io.TextIOWrapper' objects}
      753    0.000    0.000    0.003    0.000 typing.py:317(_deduplicate)
      674    0.000    0.000    0.001    0.000 typing.py:2310(get_origin)
       56    0.000    0.000    0.008    0.000 typing.py:2761(_make_nmtuple)
       12    0.000    0.000    0.002    0.000 util.py:1(<module>)
      196    0.000    0.000    0.009    0.000 typing.py:740(Optional)
      136    0.000    0.000    0.004    0.000 typing.py:1533(__getitem_inner__)
     1604    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      262    0.000    0.000    0.000    0.000 _docscrape.py:182(_strip)
       72    0.000    0.000    0.001    0.000 config.py:491(register_option)
      549    0.000    0.000    0.001    0.000 docscrape.py:93(is_unindented)
      392    0.000    0.000    0.001    0.000 _parser.py:312(_class_escape)
      630    0.000    0.000    0.000    0.000 {built-in method numpy.array}
      229    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      125    0.000    0.000    0.004    0.000 typing.py:1548(__getitem__)
     1855    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
      111    0.000    0.000    0.003    0.000 rcsetup.py:99(f)
      313    0.000    0.000    0.008    0.000 _signatures.py:624(expand_sig)
       20    0.000    0.000    0.076    0.004 process.py:110(start)
      425    0.000    0.000    0.000    0.000 _util.py:414(<genexpr>)
      398    0.000    0.000    0.001    0.000 inspect.py:1816(getattr_static)
      106    0.000    0.000    0.001    0.000 gettext.py:224(_expand_lang)
     3161    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       97    0.000    0.000    0.003    0.000 docscrape.py:362(_parse_summary)
      461    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
      983    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
     2842    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
      700    0.000    0.000    0.006    0.000 ffi.py:134(__getattr__)
       19    0.000    0.000    0.000    0.000 arrayprint.py:1588(_guarded_repr_or_str)
       72    0.000    0.000    0.000    0.000 inspect.py:2918(apply_defaults)
      308    0.000    0.000    0.001    0.000 dataclasses.py:864(_set_new_attribute)
      831    0.000    0.000    0.003    0.000 typing.py:1454(<genexpr>)
       67    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
     1663    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
     2082    0.000    0.000    0.000    0.000 docscrape.py:50(__getitem__)
       80    0.000    0.000    0.001    0.000 __init__.py:1377(getLogger)
      418    0.000    0.000    0.000    0.000 _docscrape.py:428(_str_indent)
        2    0.000    0.000    0.032    0.016 builtins.py:1(<module>)
       32    0.000    0.000    0.003    0.000 colors.py:1048(from_list)
     1659    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      154    0.000    0.000    0.001    0.000 _param_validation.py:176(decorator)
     1751    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
       97    0.000    0.000    0.020    0.000 docscrape.py:146(__init__)
        1    0.000    0.000   21.912   21.912 pool.py:680(_terminate_pool)
       20    0.000    0.000    0.075    0.004 context.py:279(_Popen)
       42    0.000    0.000    0.001    0.000 deprecation.py:131(deprecate)
      138    0.000    0.000    0.000    0.000 typing.py:361(_flatten_literal_params)
      359    0.000    0.000    0.001    0.000 inspect.py:2799(__str__)
     1814    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       53    0.000    0.000    0.009    0.000 _set_output.py:354(__init_subclass__)
      281    0.000    0.000    0.002    0.000 dylib.py:15(add_symbol)
      138    0.000    0.000    0.000    0.000 traitlets.py:2248(__init__)
      433    0.000    0.000    0.001    0.000 _param_validation.py:442(_check_params)
    51/14    0.000    0.000    0.004    0.000 typing.py:1328(_make_substitution)
       19    0.000    0.000    0.000    0.000 version.py:292(__init__)
      850    0.000    0.000    0.001    0.000 colors.py:216(_is_nth_color)
   477/23    0.000    0.000    0.002    0.000 ast.py:403(visit)
       21    0.000    0.000    0.000    0.000 util.py:189(__init__)
       67    0.000    0.000    0.001    0.000 core.py:3909(__init__)
      852    0.000    0.000    0.002    0.000 {method 'extend' of 'collections.deque' objects}
     12/6    0.000    0.000    0.001    0.000 _internal.py:657(__dtype_from_pep3118)
       32    0.000    0.000    0.001    0.000 colors.py:416(to_rgba_array)
       11    0.000    0.000    0.062    0.006 _base.py:1(<module>)
     2842    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
      303    0.000    0.000    0.003    0.000 docscrape.py:558(dedent_lines)
     1180    0.000    0.000    0.000    0.000 docscrape.py:87(is_empty)
      727    0.000    0.000    0.000    0.000 traitlets.py:458(subclass_init)
  609/602    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      241    0.000    0.000    0.001    0.000 enum.py:967(_get_mixins_)
      254    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
       69    0.000    0.000    0.001    0.000 nodes.py:59(__new__)
       71    0.000    0.000    0.002    0.000 deprecation.py:260(rename_parameter)
      303    0.000    0.000    0.000    0.000 templates.py:1250(register_global)
      309    0.000    0.000    0.000    0.000 utils.py:115(_is_empty_method)
       32    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
      200    0.000    0.000    0.008    0.000 pyplot.py:165(_copy_docstring_and_deprecators)
      262    0.000    0.000    0.001    0.000 _param_validation.py:393(__init__)
        1    0.000    0.000    0.005    0.005 frame.py:509(DataFrame)
      114    0.000    0.000    0.000    0.000 typing.py:1293(<genexpr>)
      708    0.000    0.000    0.000    0.000 _signatures.py:600(<genexpr>)
        2    0.000    0.000    0.001    0.000 __init__.py:809(copy)
     1080    0.000    0.000    0.000    0.000 enum.py:202(__get__)
      145    0.000    0.000    0.000    0.000 guarded_eval.py:463(_find_dunder)
     3366    0.000    0.000    0.000    0.000 copy.py:172(_deepcopy_atomic)
        3    0.000    0.000    0.005    0.002 http.py:1(<module>)
      287    0.000    0.000    0.001    0.000 ast.py:419(visit_Constant)
        1    0.000    0.000    0.343    0.343 pyplot.py:1(<module>)
        1    0.000    0.000    0.001    0.001 QualityIO.py:1(<module>)
       19    0.000    0.000    0.002    0.000 _decorators.py:294(decorate)
      435    0.000    0.000    0.001    0.000 function_base.py:348(iterable)
        5    0.000    0.000    0.252    0.050 _typing.py:1(<module>)
